Project,Repo,Bug-Fixing Commit,Changed Files,Can Determine,Bug-Inducing Commits,Num Bug-Inducing,Num Buggy Statements,Token Cost,LLM Calls,Elapsed Time (s)
hibernate-orm,hibernate/hibernate-orm,6024520e08e14c76a70f81b078e14a864f98e7c9,hibernate-core/src/main/java/org/hibernate/internal/CoreMessageLogger.java;hibernate-core/src/main/java/org/hibernate/tool/hbm2ddl/SchemaUpdate.java;hibernate-core/src/main/java/org/hibernate/tool/hbm2ddl/SchemaExport.java,False,acf89b9e6800984a67b83c75a591c25c8ae21fb7;9caca0ce37d5a2763d476c6fa2471addcca710ca,2,8,0,37,345.88
hibernate-orm,hibernate/hibernate-orm,fa12131267440ac6ac3c9f8bc9f9cc8e9804642f,,False,,0,0,0,18,193.81
hibernate-orm,hibernate/hibernate-orm,08cd580067f53923a51f5141cdf1505313eb252f,,False,,0,0,0,6,42.04
hibernate-orm,hibernate/hibernate-orm,b29c57d48bd683ee62e6ddd39214daba4af8e3e7,hibernate-core/src/test/java/org/hibernate/orm/test/id/IdClassManyToOneCascadeTest.java,False,4f12de7e1838746e56e29b5d85f63ffdc749560f,1,6,0,21,129.80
hibernate-orm,hibernate/hibernate-orm,4456c8863d815a3a110fea87c25bb3cb3358a840,hibernate-core/src/test/java/x/IdClassSingleOneToOneTest.java,False,,0,0,0,15,107.99
hibernate-orm,hibernate/hibernate-orm,41ac8c4f086b7059ce58afe2b8ee0c57f490c58c,hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/lazy/LazyCollectionNoTransactionLoadingTestTask.java,False,80e092a43258449bfe77a2b91511bde94dcb9106,1,9,0,21,142.49
hibernate-orm,hibernate/hibernate-orm,7f5ebc207e6c9d98d907a796387f96dd9164320a,hibernate-core/src/main/antlr/org/hibernate/grammars/hql/HqlParser.g4,False,5828536428010ac9664175e7bc053b7b3ce6aba4,1,3,0,24,196.86
hibernate-orm,hibernate/hibernate-orm,57f9836e2a8f25d1a48e6d2a4f0399499326dd08,hibernate-core/src/main/java/org/hibernate/bytecode/enhance/spi/Enhancer.java,False,4def797408c1956588c45e16076127e1be0763da,1,9,0,21,107.85
hibernate-orm,hibernate/hibernate-orm,d4746da853f5f7aef6f23f328517a6bcf228ca25,hibernate-core/src/main/java/org/hibernate/sql/results/internal/StandardEntityGraphNavigatorImpl.java,False,335c1ecd7590ff5fd0917d949a5f09c19d694b52,1,21,0,33,413.45
hibernate-orm,hibernate/hibernate-orm,f2493040e3aa8676954d59deff91dd8077ddb838,hibernate-core/src/main/java/org/hibernate/query/sqm/sql/BaseSqmToSqlAstConverter.java,False,07f6d31d2b4a462eaee453f0bbdb999079807e24,1,3,0,33,316.08
hibernate-orm,hibernate/hibernate-orm,a9887cb7d287cdb8517d60da63a101fa7233b13c,hibernate-core/src/main/java/org/hibernate/id/enhanced/TableStructure.java,False,7354c7bfc36b8d67197e4dcd2dd9327d08ce81b6;ff4774ad7ef488ce7505784f9591684d096bdb99;9caca0ce37d5a2763d476c6fa2471addcca710ca,3,21,0,33,242.27
hibernate-orm,hibernate/hibernate-orm,74a5e4b4055a00c8bcdd6a0ef7621eb2e13f94ba,documentation/manual/src/main/docbook/en-US/content/basic_mapping.xml,False,bf2dab5479ec1b98ca4a2fd956bdbc65650c1935,1,6,0,12,51.18
hibernate-orm,hibernate/hibernate-orm,0aabdb189f2d405d641a4c8126a5993423baf965,hibernate-core/src/main/java/org/hibernate/loader/ast/internal/LoaderSelectBuilder.java,False,181ac6e0ff3ac3fe6308dc44b59903ffb0d4d73f,1,9,0,21,139.17
hibernate-orm,hibernate/hibernate-orm,7bdcdca4398121ea91554ed01d983285297805da,,False,,0,0,0,18,192.68
hibernate-orm,hibernate/hibernate-orm,f04ec9c3f67df7add5d6fda9a38257d9886a3657,documentation/src/main/asciidoc/userguide/chapters/domain/collections.adoc,False,6fb622cdca02804d5cad6e9dffe56ef0f4b48d1a,1,6,0,12,49.03
hibernate-orm,hibernate/hibernate-orm,09e7b6dd16eb45473cfbcc1908a96312e787d2a8,tooling/metamodel-generator/src/main/java/org/hibernate/processor/annotation/AnnotationMetaEntity.java,False,4ce2d317e5e964d43f3bcddc9e274c9178c98a68,1,36,0,21,1123.64
hibernate-orm,hibernate/hibernate-orm,37aecde9652c13242692f155d4a7927a8c8a8862,hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/collection/StringMapEntity.java;hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/naming/quotation/QuotedFieldsEntity.java;hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/modifiedflags/entities/PartialModifiedFlagsEntity.java,False,d7904dbf0d18ecee09209745bd49d46805df79c2;78e5d9fd89aa571f8ad5cf5b8a5046b9b74cb09b;33074dc2dc604b736ef8ff8e7342a481f4fd6266,3,11,0,35,346.92
hibernate-orm,hibernate/hibernate-orm,fd38b0e8a8606a4dd1ac884402a191db0cf83ba1,hibernate-core/src/main/java/org/hibernate/event/internal/DefaultDirtyCheckEventListener.java,False,cbf4ac803c6cab8a8fc05a8f6a362f8002fe9803,1,12,0,33,357.11
hibernate-orm,hibernate/hibernate-orm,d5125d8e31abfbf65a57c2a3d1c61df8c2958c43,hibernate-core/src/main/java/org/hibernate/loader/ast/internal/NaturalIdLoaderStandardImpl.java,False,264224a49e1c0a45057dd4b3e68837bb78822c4f,1,9,0,21,156.47
hibernate-orm,hibernate/hibernate-orm,c198fcfe1c6bfc15b79164c88619b6c31729df8c,hibernate-core/src/main/java/org/hibernate/dialect/AbstractHANADialect.java,False,a53d4317a32dac37b5a5d88a8157415ca762e638,1,6,0,21,147.06
hibernate-orm,hibernate/hibernate-orm,d1efe5e68ea1a05b96782108bb64f6d3efd97aba,hibernate-core/src/main/java/org/hibernate/boot/jaxb/hbm/transform/HbmXmlTransformer.java,False,ddcfc54661fd366c5306634d2d2dee97e77c0efa,1,3,0,27,1343.53
hibernate-orm,hibernate/hibernate-orm,3a1dabfdef68199a7ab2141fd2af4959745be1ab,hibernate-core/src/main/java/org/hibernate/query/sqm/tree/AbstractSqmDmlStatement.java;hibernate-core/src/main/java/org/hibernate/query/criteria/JpaCteContainer.java;hibernate-core/src/main/java/org/hibernate/query/sqm/tree/select/AbstractSqmSelectQuery.java,False,90a752a0ee0d553098db415f7008622f10680339;1ae3cfdc4821be1dae3ae10fa85ac1dad98c4a0a,2,6,0,39,370.49
hibernate-orm,hibernate/hibernate-orm,6e3cc127371783c081866b891ab20a81eedda9fd,,False,,0,0,0,6,45.86
hibernate-orm,hibernate/hibernate-orm,cb18fdb4f7ddbe6ed6bf2db7c9399173d6318a9d,hibernate-core/src/main/java/org/hibernate/loader/plan/build/internal/FetchStyleLoadPlanBuildingAssociationVisitationStrategy.java;hibernate-core/src/main/java/org/hibernate/cfg/OneToOneSecondPass.java,False,8a01b4dab447ce788ba203b6a75f9a0908d3f9f3;4741fa4f33b6a8c5dba17b4c310fec7b4c2aac8c;2bacaabc378472bd5a4a7341bcb77a50332249ae,3,15,0,37,403.83
hibernate-orm,hibernate/hibernate-orm,cfbdef150afde728c0bc918df37e5a3678d9a2b0,hibernate-core/src/test/java/org/hibernate/test/instrument/cases/TestLazyBasicFieldAccessExecutable.java,False,c00d4609efa61b32c2cb470aa5785284870a71b6,1,9,0,21,102.89
hibernate-orm,hibernate/hibernate-orm,578de2e5a25b6c0dae127bdd30a7e78b0f7417ad,hibernate-envers/src/main/java/org/hibernate/envers/revisioninfo/DefaultRevisionInfoGenerator.java,False,04802d5c268fb87a74fa4480ac7ff14ef49baf07,1,4,0,28,302.29
hibernate-orm,hibernate/hibernate-orm,17a43fce49344d5d27962adda1b5339a3c68a257,hibernate-core/src/main/java/org/hibernate/persister/entity/JoinedSubclassEntityPersister.java,False,d8d6d82e30960e0c255950eaf875ad48831b12b0,1,6,0,21,984.45
hibernate-orm,hibernate/hibernate-orm,effb002d4ba4effd259473bd72f7b0d42a88f553,,False,,0,0,0,18,248.11
hibernate-orm,hibernate/hibernate-orm,c5581e6759fd463e1ec3254dfe177c906adfaa03,hibernate-core/src/test/java/org/hibernate/test/idgen/enhanced/sequence/HiLoSequenceMismatchStrategyTest.java,False,0c8e3056dcb2beab31e62839667ddf6584e8c33a,1,6,0,21,142.82
hibernate-orm,hibernate/hibernate-orm,82310d80e4eae074cc55d5d3d620a92522655ba5,hibernate-core/src/main/java/org/hibernate/bytecode/enhance/spi/Enhancer.java,False,d3a059abd55bfd1df460e84479e146e925562992,1,6,0,21,157.82
hibernate-orm,hibernate/hibernate-orm,18d2f136f880779813cddba89a021bca28a7e2ae,hibernate-envers/src/main/java/org/hibernate/envers/query/impl/AbstractAuditQuery.java;hibernate-envers/src/main/java/org/hibernate/envers/query/AuditEntity.java,False,78e5d9fd89aa571f8ad5cf5b8a5046b9b74cb09b;ef45d0418152f1e364b7d5bb5ef4700301ff4ee3,2,4,0,26,505.39
hibernate-orm,hibernate/hibernate-orm,779e70df4d3346a398ec6e806cf5bd50415ce3e1,hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/strategy/ValidityAuditStrategyRevEndTestCustomRevEnt.java,False,b8e356f96670772adf289a4558a78a7d2a30b329;e835881f3743dbc18cdc7a0ee8efc6f0b39a11d6;6c6e6ab193f48ed93d5b76f394e6bef78205921a;6a7b70d4ccf96b8582127bf15d67c50d2e3557df,4,16,0,28,312.78
hibernate-orm,hibernate/hibernate-orm,1a4577d1f0baaaa2ad5dedc9a518a5bed365f63d,,False,,0,0,0,18,227.54
hibernate-orm,hibernate/hibernate-orm,11f40dbf8bc15efff3dd10e262a02221663c8c44,hibernate-envers/src/test/java/org/hibernate/orm/test/envers/integration/superclass/auditoverride/EmbeddableTest.java,False,f379d51504388a302b0fa4241b9f5b8c21f05e76,1,63,0,21,241.00
hibernate-orm,hibernate/hibernate-orm,5a134f0f382b218d33590bd0df981c50204d1894,hibernate-core/src/main/java/org/hibernate/boot/model/internal/PropertyBinder.java,False,c9cd12c625d23bf871c35dd439383944f64cb35a,1,3,0,21,140.35
hibernate-orm,hibernate/hibernate-orm,e97274e5249509dbb515845ee4d6648c4b9b27a9,,False,,0,0,0,6,41.14
hibernate-orm,hibernate/hibernate-orm,3875f80611385e65a8ea741cf76e909c590e2f1c,hibernate-core/src/main/java/org/hibernate/query/sqm/sql/BaseSqmToSqlAstConverter.java,True,e4dae1b31997687addc3335f3d682e1ba0317e2d,1,22,0,34,492.08
hibernate-orm,hibernate/hibernate-orm,21d9fe20c0b89214ec1d952925b53cce744668d5,hibernate-core/src/main/java/org/hibernate/type/format/jackson/JacksonXmlFormatMapper.java,False,c18e611ed6786fd62a6bf2d17c39589c2452fe35,1,11,0,33,435.18
hibernate-orm,hibernate/hibernate-orm,b0e84c58fd100b35677b8661028f3b112e671b1a,hibernate-core/src/main/java/org/hibernate/dialect/OracleDialect.java,False,eb3bcdb94ab90ded616028b559bb13a6d13a043e,1,9,0,21,175.59
hibernate-orm,hibernate/hibernate-orm,086decfe10c73a08d080297379740c5240b22b35,,False,,0,0,0,6,60.24
hibernate-orm,hibernate/hibernate-orm,a920bf1a300b44437a7d95e1254b9e24f236ea13,hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,False,d8d6d82e30960e0c255950eaf875ad48831b12b0;b7802f5eb6634d365efaa92d750c2b16694a49f3,2,9,0,21,143.77
hibernate-orm,hibernate/hibernate-orm,e8d089a993af8e13c57d54fc047c879c7828701a,hibernate-core/src/main/java/org/hibernate/bytecode/enhance/internal/bytebuddy/PersistentAttributeTransformer.java,False,ba3359fe62be258638554fe23a2a0a6a50f7e732,1,12,0,21,193.22
hibernate-orm,hibernate/hibernate-orm,cadc3bf9dcc0135608ba7c75d3097c25913e8185,hibernate-core/src/main/java/org/hibernate/hql/internal/ast/util/LiteralProcessor.java,False,d8d6d82e30960e0c255950eaf875ad48831b12b0;e96bca2fb6ac9576eba505df3b35ee4ccb633509,2,39,0,33,365.80
hibernate-orm,hibernate/hibernate-orm,3e8b28c46efd21c3e55229af593baadbaf422d05,hibernate-core/src/test/java/org/hibernate/orm/test/entitygraph/FetchGraphCollectionOrderByAndCriteriaJoinTest.java,False,,0,0,0,15,79.49
hibernate-orm,hibernate/hibernate-orm,d38b2dba8431c0457d78951c7eaab34fef8f769d,hibernate-core/src/main/java/org/hibernate/type/descriptor/jdbc/ArrayJdbcType.java,False,ed2fdce0a60d885bcb951418e7f14731636fd37d,1,15,0,33,358.07
hibernate-orm,hibernate/hibernate-orm,c85efaa7d2af004aee4b228d29b3d801826e1686,hibernate-core/src/main/java/org/hibernate/boot/model/internal/PropertyBinder.java;hibernate-core/src/main/java/org/hibernate/id/Assigned.java,False,c9cd12c625d23bf871c35dd439383944f64cb35a,1,4,0,25,706.82
hibernate-orm,hibernate/hibernate-orm,a71e26e3336f7d1a3d6ac0fcfb6551b252e1ab21,hibernate-core/src/main/java/org/hibernate/metamodel/model/domain/internal/SingularAttributeImpl.java;hibernate-core/src/main/java/org/hibernate/query/sqm/sql/BaseSqmToSqlAstConverter.java;hibernate-core/src/main/java/org/hibernate/query/sqm/tree/domain/AbstractSqmAttributeJoin.java;hibernate-core/src/main/java/org/hibernate/query/sqm/SqmJoinable.java,False,37ec41d319a2de54910b587bf7cb8298097b0c82;26ff169db2405f6cd9e59f4c50632bad1e62f7fd;d5d350e5e7052f13847f482d38c0182183746227;2527e6b56a4f8ea5dfcc149e727a322bf53a1f5f;38d1c122eb2946c1d55f3e9965a80a811b4c16b0,5,6,0,33,443.53
hibernate-orm,hibernate/hibernate-orm,2877cfdc683e16d40453d217b67a629fbca0f231,hibernate-core/src/test/java/org/hibernate/test/reattachment/ProxyReattachmentTest.java;hibernate-core/src/test/java/org/hibernate/test/collection/list/PersistentListTest.java;hibernate-core/src/test/java/org/hibernate/test/collection/bag/PersistentBagTest.java;hibernate-core/src/test/java/org/hibernate/test/reattachment/CollectionReattachmentTest.java,False,fd3fb8b3160285c83488862e453ca625e689ff97;bdba5898c90ef7667e7c5df35e72d2e993e32556,2,4,0,39,252.69
hibernate-orm,hibernate/hibernate-orm,53f9321cc018e0aad589a800d73c7b4649af95aa,hibernate-core/src/main/java/org/hibernate/boot/models/xml/spi/XmlDocumentContext.java;hibernate-core/src/main/java/org/hibernate/boot/models/internal/ModelsHelper.java;hibernate-core/src/main/java/org/hibernate/boot/model/internal/PropertyInferredData.java,False,3c1b5c7a1dfc8c25c40ce692401f4daec77679eb,1,9,0,43,573.24
hibernate-orm,hibernate/hibernate-orm,1915ba780fabce861dc74a69880d0de5b993808d,hibernate-core/src/test/java/org/hibernate/test/annotations/namingstrategy/charset/Utf8CharsetNamingStrategyTest.java;hibernate-core/src/test/java/org/hibernate/test/annotations/namingstrategy/charset/AbstractCharsetNamingStrategyTest.java,False,a2a52c32e5d5112302d57c7e88b998f36ff71142,1,10,0,37,377.66
hibernate-orm,hibernate/hibernate-orm,3ae25e19d6b819402157ba76bc70932212e750dd,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/GaussDBAbstractStructuredJdbcType.java;hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/function/array/GaussDBArrayPositionsFunction.java;hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/function/array/GaussDBArrayPositionFunction.java,False,,0,0,0,27,404.48
hibernate-orm,hibernate/hibernate-orm,67096ce54745057ffb320eac933f96263e5011a5,,False,,0,0,0,6,65.09
hibernate-orm,hibernate/hibernate-orm,ad9fae044dc6ec0dd98dab00708fc5bd47d164f1,hibernate-core/src/test/java/org/hibernate/orm/test/annotations/fetchprofile/FetchProfileTest.java,False,6504cb6d78740d2a4695096463f40baf18c9af11;9caca0ce37d5a2763d476c6fa2471addcca710ca;153ad753e19b1f71665e6cfcbd903fb1ced889db,3,12,0,21,159.91
hibernate-orm,hibernate/hibernate-orm,4c3e04961f165753067b804886ce7bbbdd54fca9,,False,,0,0,0,6,55.69
hibernate-orm,hibernate/hibernate-orm,502c6610e25f2785df8dc6faf28eecf1d6e2ef38,,False,,0,0,0,6,53.85
hibernate-orm,hibernate/hibernate-orm,f34fd255186d90942f621b2acfba4a046075b47a,hibernate-osgi/src/main/java/org/hibernate/osgi/OsgiSessionFactoryService.java;hibernate-osgi/src/main/java/org/hibernate/osgi/OsgiPersistenceProviderService.java;hibernate-core/src/main/java/org/hibernate/boot/registry/classloading/internal/ClassLoaderServiceImpl.java,False,b38e160cbaf62084fd33b3510e0825da54913e97;882866173171204465345184a3de1f9fb790c41a;9e063ffa2577f06d98a9e912bb16d20424df8d6d,3,24,0,43,460.86
hibernate-orm,hibernate/hibernate-orm,f46967702ce9f5f8c79cf982f095115911fe5b13,hibernate-core/src/main/java/org/hibernate/boot/internal/NamedNativeQueryDefinitionImpl.java;hibernate-core/src/main/java/org/hibernate/query/sql/internal/NamedNativeQueryMementoImpl.java;hibernate-core/src/main/java/org/hibernate/query/sql/spi/NamedNativeQueryMemento.java;hibernate-core/src/main/java/org/hibernate/query/hql/internal/NamedHqlQueryMementoImpl.java,False,11b820181e0c899ce81719e460fe7f0bd9ef1dbe;07f3d6727f1d28a0655e8a81eb576b52f0bc19fe;43c738ec4e28080789bfd8c37908cd4a9fbfb226;cc570da2968b76dadee0280991455ed1a2fde596;2167abd373777e6d77ae36aaef7c469c4234a595;e22dc55adb1830d9b059135c2303658cd52dbe6d,6,39,0,35,1044.00
hibernate-orm,hibernate/hibernate-orm,ab111b6018242aabb13f2923020416b24ab1ff93,hibernate-entitymanager/src/matrix/java/org/hibernate/ejb/test/lock/LockTest.java,False,b7fb3fcdeecd8101dd893eab7ac22ae98ae0ce9c,1,3,0,21,254.16
hibernate-orm,hibernate/hibernate-orm,eeb0324c060524618511052e025b079a1ed2afc9,hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/access/NonTxInvalidationInterceptor.java;hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/InfinispanRegionFactory.java;hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/JndiInfinispanRegionFactory.java;hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/util/InvocationAfterCompletion.java;hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/timestamp/TimestampTypeOverrides.java,False,fc6da13a851b75e7e92dd16f92350d2926e6295c;ff638af2e3f538bbc956efc241322458b82b4096;abc165eaba9a3de403b09354661afa4cb8b43404;bfbc0b88a80bf2c4220c077795133f1ebbc7066f;5edcf26a0a10ae1996fa54fef85454131ce5cd95,5,17,0,45,564.95
hibernate-orm,hibernate/hibernate-orm,84b3ea01152b6c7319c6aed105d7d962d575efb6,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/TeradataDialect.java,False,9565d499af2d4efd71eeaad1101982a8183c3884,1,6,0,21,120.15
hibernate-orm,hibernate/hibernate-orm,575847322d7c992808d20fe5c479ba0ee23d8539,hibernate-core/src/test/java/org/hibernate/orm/test/type/H2JsonListTest.java,False,c3fa3ae777da28deb769dffcae2a3823262bf0ce,1,6,0,21,114.86
hibernate-orm,hibernate/hibernate-orm,29e04afc675434a836d3155ec1e392bc50d54d4e,hibernate-core/src/main/java/org/hibernate/query/sqm/sql/BaseSqmToSqlAstConverter.java,False,335ed198213af26b294cf92b79e3f19c5d870433,1,5,0,28,403.54
hibernate-orm,hibernate/hibernate-orm,80bf92e32a0d2a87ec7d178b60f4230a6082d171,hibernate-core/hibernate-core.gradle,False,b34f6152000d1b07c3cf3902786f6c4550ba52e4,1,3,0,24,158.26
hibernate-orm,hibernate/hibernate-orm,b8a3774cb4c4ab3e3fff225459bb7c4be204e202,hibernate-core/src/main/java/org/hibernate/persister/entity/SingleTableEntityPersister.java,False,9938937fe768f8e544378d5bda60c8d644b5b566,1,9,0,33,399.79
hibernate-orm,hibernate/hibernate-orm,86b720fb1f2a7da82bb3ee0ca02a20b0ad6d16a5,,False,,0,0,0,18,142.94
hibernate-orm,hibernate/hibernate-orm,d74ec8ec6bf34c34925e8961849117a141882213,hibernate-core/src/main/java/org/hibernate/boot/model/relational/QualifiedNameParser.java,False,9caca0ce37d5a2763d476c6fa2471addcca710ca,1,6,0,21,96.19
hibernate-orm,hibernate/hibernate-orm,0253e1fe7a7cc4eb64fcc48f07630dee8d4fc20a,hibernate-core/src/main/java/org/hibernate/cfg/ToOneBinder.java;hibernate-core/src/main/java/org/hibernate/cfg/OneToOneSecondPass.java,False,ed65962fb33f82d4315e974fa913b186b60ab283,1,9,0,39,801.64
hibernate-orm,hibernate/hibernate-orm,f97d0a67a025fb1d9a8e92c9b9292dc1d7a71a25,,False,,0,0,0,18,135.35
hibernate-orm,hibernate/hibernate-orm,a4676415848abce27ba4524e40a0058e718b5bbc,,False,,0,0,0,6,79.66
hibernate-orm,hibernate/hibernate-orm,6c2b707c27f4529df9d4c3879743327f0ef92b2f,hibernate-core/src/main/java/org/hibernate/query/results/complete/CompleteResultBuilderBasicValuedStandard.java,False,3ea5a066ede573db9b3d743d223985d8762cd100;445cedfec72cfb178c92f3c25295efaa6fb3c1fb,2,42,0,33,442.87
hibernate-orm,hibernate/hibernate-orm,9e59f02e0f38cc4bf8eeee43a9eeb5faa6ee8db2,hibernate-core/src/main/java/org/hibernate/persister/entity/AbstractEntityPersister.java,False,2669848ca448ee14660350d707f60b23fd46eea6,1,6,0,33,253.49
hibernate-orm,hibernate/hibernate-orm,6ec16f8a8358803c2c6c07abe2e4a4930dd77c89,hibernate-core/src/main/java/org/hibernate/dialect/MySQLSqlAstTranslator.java,False,4ee43e2dec40b2cb93f0d47c85b53c40b8ea0bf0,1,15,0,21,166.19
hibernate-orm,hibernate/hibernate-orm,8fd64a3b8f861caafb0514c0b2aaf19555f44a83,hibernate-core/src/main/java/org/hibernate/cfg/Ejb3Column.java;hibernate-core/src/main/java/org/hibernate/cfg/AnnotationBinder.java,False,7337743c93574823424ed6c399cfcf6bd75614f8;8577a68e69d30d9e671024bf3330616000a3ec54,2,6,0,39,377.06
hibernate-orm,hibernate/hibernate-orm,392d539c8c149c43a9d2992f1ec5adbfd10a441c,hibernate-core/src/main/java/org/hibernate/sql/results/graph/collection/internal/AbstractImmediateCollectionInitializer.java,False,a6722fe57a66affe80af5912e3ab8320e7ab388a,1,6,0,21,135.21
hibernate-orm,hibernate/hibernate-orm,86ade8d4ca4487992ba1d4ab2330d66afb9f11bb,hibernate-envers/src/main/java/org/hibernate/envers/internal/revisioninfo/RevisionTimestampValueResolver.java,False,1abf044f2e2d7a8038af0d8c75db14eb2997bd58,1,6,0,33,255.75
hibernate-orm,hibernate/hibernate-orm,a8bcedecbf58f109bc3a842a3c51bc46c0e0b585,hibernate-core/src/main/java/org/hibernate/internal/SessionImpl.java,False,e3ab793fe8cedb1061fea4edd9ed06816a389806;87e3f0fd28d7229b0a35032292ff32f542c22010,2,8,0,33,503.48
hibernate-orm,hibernate/hibernate-orm,ad83b6c0fcd6e28d6082d6c71b4c7eecca1249a5,entitymanager/src/main/docbook/en/modules/query_ejbql.xml,False,3153fb385d86ecc2b18dabed43e3ebaedaf9734e,1,3,0,12,40.17
hibernate-orm,hibernate/hibernate-orm,1f4f0c6ec135f3272a908e0fa18771ffa66db302,hibernate-core/src/main/java/org/hibernate/sql/results/graph/FetchList.java;hibernate-core/src/main/java/org/hibernate/query/results/implicit/ImplicitFetchBuilderEntity.java;hibernate-core/src/main/java/org/hibernate/query/results/implicit/ImplicitFetchBuilderPlural.java,False,c4445fbf5cb83843620655aec69d41913e4e67f3;37ec41d319a2de54910b587bf7cb8298097b0c82,2,10,0,37,293.86
hibernate-orm,hibernate/hibernate-orm,80f61bdcff71d78d09e3bc47576efb018e770b20,hibernate-core/src/main/java/org/hibernate/sql/Template.java,False,,0,0,0,27,271.99
hibernate-orm,hibernate/hibernate-orm,656f5928953d5957f65fbc07200336eb2ecf1bb7,tooling/metamodel-generator/src/main/java/org/hibernate/processor/HibernateProcessor.java,False,,0,0,0,15,96.87
hibernate-orm,hibernate/hibernate-orm,8112d9f033b03286578251eeabc2d378323fb980,hibernate-core/src/main/java/org/hibernate/id/enhanced/PooledLoThreadLocalOptimizer.java,False,d2f8fbbf76262ea89c04d2cdcc7fca6834c57337,1,9,0,33,375.81
hibernate-orm,hibernate/hibernate-orm,6390471d55bba89e18250137621642e7472abe36,hibernate-core/src/test/java/org/hibernate/test/hql/ASTParserLoadingTest.java,False,,0,0,0,15,116.81
hibernate-orm,hibernate/hibernate-orm,f183b6c3d49f8061bbd4015629827129d4265406,,False,,0,0,0,6,92.59
hibernate-orm,hibernate/hibernate-orm,b3eba449ffbbfe6e29373839054fd08a783b42ab,test/org/hibernate/test/pagination/DataPoint.hbm.xml;test/org/hibernate/test/entitymode/dom4j/basic/Account.hbm.xml,False,dadc8d3b9b0c15678f90741a307da69c2ce6c6a1,1,5,0,28,232.42
hibernate-orm,hibernate/hibernate-orm,09550e13618b50dac1b6100d0038c6419d9dda31,hibernate-core/src/main/java/org/hibernate/boot/internal/InFlightMetadataCollectorImpl.java,False,,0,0,0,15,80.62
hibernate-orm,hibernate/hibernate-orm,39ac25594ad91e90c1003d439f8fd0099345da9a,hibernate-core/src/main/java/org/hibernate/query/hql/internal/StandardHqlTranslator.java,False,26d914f4149fe21a66e85af1497cc09d9be0bc5c,1,9,0,33,323.10
hibernate-orm,hibernate/hibernate-orm,a408fa45974dac1bb42d621307fb1922ac72bda1,hibernate-envers/src/test/java/org/hibernate/envers/test/integration/query/EntityTypeQueryTest.java,False,938b481cd91efa596852557456fecbf18a1b20fc,1,12,0,21,128.15
hibernate-orm,hibernate/hibernate-orm,15a46a96615c022fef1fdf4b40806c5ea5d11bd6,,False,,0,0,0,18,104.47
hibernate-orm,hibernate/hibernate-orm,971855188eddfc22065eaf0e5f569955babb1878,hibernate-core/src/test/java/org/hibernate/test/schemavalidation/LongVarcharValidationTest.java;hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/criteria/EntitySuperclassCollectionTest.java,False,118cc3047778dff00614e0ea14921a77e594a800;74ae003d433d32912790ec1ccbee511f6e280897,2,13,0,37,539.66
hibernate-orm,hibernate/hibernate-orm,57f26f6b6875efd785fc17438570ce176262a01d,,False,,0,0,0,6,36.69
hibernate-orm,hibernate/hibernate-orm,98d5e943ea226986db4eeffd797e0fc1ec45f7bf,,False,,0,0,0,18,120.21
hibernate-orm,hibernate/hibernate-orm,7a4b38c6b73b5e4575a9e8d410a19a2eccbb1773,hibernate-core/src/main/java/org/hibernate/boot/internal/InFlightMetadataCollectorImpl.java,False,f432ecea687ce606144c8fca1f4fc7f1937e1c2a,1,3,0,33,290.43
hibernate-orm,hibernate/hibernate-orm,921e4caff98357ec691ec92b4ddf26854d4266f6,release/release.gradle,False,,0,0,0,12,85.82
hibernate-orm,hibernate/hibernate-orm,016ce8649e60f604289d40d87c0f1c10c61e2a81,hibernate-core/src/matrix/java/org/hibernate/test/bidi/AuctionTest.java;hibernate-core/src/matrix/java/org/hibernate/test/annotations/xml/ejb3/Ejb3XmlTest.java;hibernate-core/src/matrix/java/org/hibernate/test/annotations/query/QueryAndSQLTest.java;hibernate-core/src/matrix/java/org/hibernate/test/legacy/CustomSQLTest.java;hibernate-core/src/matrix/java/org/hibernate/test/tm/TransactionTimeoutTest.java,False,d8d6d82e30960e0c255950eaf875ad48831b12b0;7337743c93574823424ed6c399cfcf6bd75614f8;a522f049e0001d55987bbaa15e083402ecb13a8e;df9d8939bbb4d9c84d710c0ac0ee0310359382c6,4,12,0,39,423.75
hibernate-orm,hibernate/hibernate-orm,42de7604f8b04f8ed6ca5408bf942f291e9ac2e7,hibernate-core/src/test/java/org/hibernate/test/collectionalias/CollectionAliasTest.java,False,5327ac5396dd742907fb0c01b6d9a9faa6314c8b,1,3,0,21,81.02
